UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
439747,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",560596,"R",0,"R",0,"R",0,"R",560596,"R",0,"R",0,"R",686700,"R",0,"R",0,"R",0,"R",0,"R",94037,"A",,"R",0,"R",780737,"R",106345,"R",0,"R",154130,"A",,"R",0,"R",314753,"R",575228
439774,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",575000,"R",0,"R",47600,"R",0,"R",622600,"R",575000,"Z",0,"R",130510,"R",298000,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",428510,"R",598650,"Z",0,"R",30210,"A",,"Z",0,"R",0,"R",628860
439792,"R",14340000,"R",2196000,"R",12144000,"R",14340000,"R",11652000,"R",10341000,"R",0,"R",1311000,"R",0,"R",10665000,"R",168000,"R",12144000,"R",1883244,"R",48710,"R",197663,"R",39560,"R",2169177,"Z",0,"Z",0,"R",11652000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11652000,"R",3365000,"R",0,"R",6976000,"Z",0,"Z",0,"R",0,"R",10341000
439826,"R",4636168,"R",2851841,"R",1784327,"R",4636168,"R",9748678,"R",7783430,"R",0,"R",1965248,"R",-1322337,"R",1141416,"R",0,"R",1784327,"R",3407400,"R",57792,"R",274814,"Z",0,"R",3740006,"Z",0,"Z",0,"R",8950850,"Z",0,"Z",0,"Z",0,"Z",0,"R",797828,"Z",0,"R",0,"R",9748678,"R",1756258,"Z",0,"R",6027172,"Z",0,"Z",0,"R",0,"R",7783430
439844,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",259426,"R",0,"R",0,"R",0,"R",259426,"R",0,"R",0,"R",643773,"R",0,"R",0,"R",0,"R",78,"R",125689,"A",,"R",0,"R",769540,"R",350850,"R",0,"R",122477,"A",,"R",0,"R",0,"R",473327
439871,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",961000,"R",0,"R",0,"R",0,"R",961000,"Z",0,"Z",0,"R",1571000,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",1571000,"R",484000,"R",0,"R",504000,"A",,"R",0,"R",0,"R",988000
439914,"R",935721,"R",650179,"R",285542,"R",935721,"R",845334,"R",812264,"R",-4558,"R",28512,"R",0,"R",257031,"R",-1,"R",285542,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",617402,"R",0,"R",0,"R",6500,"R",523,"R",220909,"R",0,"R",0,"R",845334,"R",282216,"R",0,"R",530048,"R",0,"R",0,"R",0,"R",812264
439932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",197061,"R",0,"R",0,"R",0,"R",197061,"R",0,"R",0,"R",188144,"R",0,"R",0,"R",0,"R",0,"R",44176,"A",,"R",727,"R",233047,"R",45163,"Z",0,"R",116113,"A",,"R",0,"R",0,"R",161276
439969,"R",650605,"R",246869,"R",403736,"R",650605,"R",2140339,"R",1606524,"R",39,"R",533854,"R",318185,"R",188067,"R",-636370,"R",403736,"R",267282,"R",0,"R",11130,"R",0,"R",278412,"R",278412,"R",0,"R",1696427,"R",267282,"R",11130,"R",0,"R",0,"R",0,"R",0,"R",165500,"R",2140339,"R",383437,"R",0,"R",415460,"R",0,"R",0,"R",807627,"R",1606524
439996,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",279909,"R",0,"R",0,"R",0,"R",279909,"R",0,"R",0,"R",657508,"R",0,"R",0,"R",0,"R",1595,"R",154090,"A",,"R",10232,"R",823425,"R",155621,"R",0,"R",236184,"A",,"R",0,"R",367532,"R",759337
440059,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2849401,"R",99934,"R",73979,"R",3000,"R",3026314,"R",3026314,"R",0,"R",7364598,"R",2949335,"R",73979,"R",3000,"R",0,"R",0,"A",,"R",0,"R",10390912,"R",1626885,"R",0,"R",1040140,"A",,"R",0,"R",5229470,"R",7896495
440077,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",183342,"R",0,"R",0,"R",0,"R",183342,"R",0,"R",0,"R",365289,"R",0,"R",0,"R",0,"R",0,"R",50635,"A",,"R",0,"R",415924,"R",380850,"R",0,"R",11393,"A",,"R",0,"R",0,"R",392243
440086,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1611744,"Z",0,"R",391024,"Z",0,"R",2002768,"Z",0,"Z",0,"R",4088150,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",4088150,"R",1036719,"Z",0,"R",2903430,"A",,"Z",0,"R",0,"R",3940149
440101,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1072550,"R",6300,"R",0,"R",15075,"R",1093925,"Z",0,"Z",0,"R",2360510,"Z",0,"Z",0,"Z",0,"Z",0,"R",170991,"A",,"R",230178,"R",2761679,"R",1180250,"Z",0,"R",115992,"A",,"Z",0,"R",0,"R",1296242
440110,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1697350,"R",178220,"R",0,"R",0,"R",1875570,"R",20564,"R",0,"R",5990639,"R",0,"R",0,"R",0,"R",8178,"R",0,"R",0,"R",43506,"R",6042323,"R",3173752,"R",0,"R",3619987,"R",0,"R",0,"R",0,"R",6793739
440129,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1853677,"R",83711,"R",4250,"R",0,"R",1941638,"R",27903,"R",0,"R",6102503,"R",0,"R",0,"R",0,"R",8330,"R",0,"R",0,"R",44319,"R",6155152,"R",3024022,"R",0,"R",3997695,"R",0,"R",0,"R",0,"R",7021717
440147,"R",2469387,"R",1240978,"R",1228409,"R",2469387,"R",13283173,"R",12037635,"R",0,"R",1245538,"A",,"R",1407971,"R",-1425100,"R",1228409,"R",3523064,"R",111242,"Z",0,"R",14058,"R",3648364,"R",14058,"Z",0,"R",12184119,"Z",0,"Z",0,"Z",0,"Z",0,"R",1099054,"Z",0,"R",0,"R",13283173,"R",2626355,"Z",0,"R",7341426,"Z",0,"Z",0,"R",2069854,"R",12037635
440165,"R",3615012,"R",2971715,"R",643297,"R",3615012,"R",17744748,"R",7647638,"R",0,"R",10097110,"A",,"R",1429181,"R",-10882994,"R",643297,"R",3608338,"R",1711174,"R",0,"R",125033,"R",5444545,"R",222870,"Z",0,"R",17744748,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",17744748,"R",2854246,"Z",0,"R",4793392,"Z",0,"Z",0,"R",0,"R",7647638
440174,"R",365031,"R",434998,"R",-69967,"R",365031,"R",926344,"R",840094,"R",0,"R",86250,"A",,"R",-156217,"R",0,"R",-69967,"R",270001,"R",3547,"R",126785,"Z",0,"R",400333,"R",26553,"Z",0,"R",923152,"Z",0,"Z",0,"Z",0,"Z",0,"R",3192,"Z",0,"R",0,"R",926344,"R",245434,"Z",0,"R",394314,"Z",0,"Z",0,"R",200346,"R",840094
440226,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",406906,"R",0,"R",0,"R",0,"R",406906,"R",0,"R",0,"R",1074052,"R",0,"R",0,"R",0,"R",0,"R",411054,"A",,"R",53192,"R",1538298,"R",613027,"R",0,"R",0,"A",,"R",0,"R",925271,"R",1538298
440262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1767928,"R",117480,"R",0,"R",0,"R",1885408,"R",1885408,"R",0,"R",3949200,"R",1885408,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",5834608,"R",528411,"R",0,"R",4212905,"A",,"R",0,"R",0,"R",4741316
440299,"R",43942061,"R",2028818,"R",41913243,"R",43942061,"R",18962734,"R",11325669,"R",0,"R",7637065,"R",0,"R",34276178,"R",0,"R",41913243,"R",4797788,"R",171787,"R",504984,"R",0,"R",5474559,"R",0,"R",0,"R",18962734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18962734,"R",6929946,"R",0,"R",4395722,"R",0,"R",0,"R",1,"R",11325669
440323,"R",13168763,"R",1237887,"R",11930876,"R",13168763,"R",8696293,"R",5823646,"R",0,"R",2872647,"A",,"R",9058229,"R",0,"R",11930876,"R",2394971,"R",68824,"R",273495,"R",16229,"R",2753519,"R",379520,"Z",0,"R",8696293,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",8696293,"R",1917850,"Z",0,"R",3903609,"R",2187,"Z",0,"R",0,"R",5823646
440332,"R",12232971,"R",698732,"R",11534239,"R",12232971,"R",5978116,"R",3681047,"R",1,"R",2297070,"A",,"R",9237170,"R",-1,"R",11534239,"R",1953912,"R",27984,"R",53453,"Z",0,"R",2035349,"R",116401,"Z",0,"R",5978116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5978116,"R",1225132,"Z",0,"R",2455915,"Z",0,"Z",0,"R",0,"R",3681047
440341,"R",13629287,"R",4323232,"R",9306055,"R",13629287,"R",53398097,"R",42093507,"R",-4267612,"R",7036978,"R",-7456868,"R",9725945,"R",0,"R",9306055,"R",6373687,"R",1046915,"R",1360,"R",3253523,"R",10675485,"R",10675485,"R",0,"R",39925968,"R",7420602,"R",1360,"R",0,"R",0,"R",0,"R",6050167,"R",0,"R",53398097,"R",9071396,"R",0,"R",28459033,"R",4563078,"R",0,"R",0,"R",42093507
440369,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4288940,"R",139725,"R",0,"R",0,"R",4428665,"R",0,"R",0,"R",13402734,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",13402734,"R",4665633,"R",0,"R",5375242,"A",,"R",0,"R",0,"R",10040875
440378,"R",1346936,"R",226048,"R",1120888,"R",1346936,"R",3738242,"R",2889788,"R",0,"R",848454,"R",272434,"R",0,"R",0,"R",1120888,"R",1088575,"R",40187,"R",12001,"R",0,"R",1140763,"R",1140763,"Z",0,"R",2596344,"R",1128762,"R",12001,"R",0,"R",1135,"R",0,"R",0,"R",0,"R",3738242,"R",588518,"R",0,"R",720649,"R",0,"R",0,"R",1580621,"R",2889788
440420,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",405014,"R",645123,"R",1554,"R",102519,"R",1154210,"R",211260,"R",0,"R",2822884,"R",0,"R",0,"R",0,"R",308,"R",203643,"R",0,"R",34549,"R",3061384,"R",634443,"R",7139,"R",5581980,"R",0,"R",0,"R",29095,"R",6252657
440439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3367726,"R",3081168,"R",1932,"R",459708,"R",6910534,"R",406495,"R",0,"R",14470307,"R",0,"R",0,"R",0,"R",7197,"R",972915,"R",0,"R",152216,"R",15602635,"R",2034332,"R",10896,"R",21832108,"R",0,"R",0,"R",126747,"R",24004083
440448,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8144390,"R",3695615,"R",8189,"R",832736,"R",12680930,"R",887009,"R",0,"R",29356244,"R",0,"R",0,"R",0,"R",12232,"R",2042073,"R",0,"R",194392,"R",31604941,"R",3852631,"R",22072,"R",32148466,"R",0,"R",0,"R",218450,"R",36241619
440457,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1923937,"R",287770,"R",17071,"R",72837,"R",2301615,"R",162284,"R",0,"R",4802126,"R",0,"R",0,"R",0,"R",-180,"R",347240,"R",0,"R",26890,"R",5176076,"R",1062684,"R",3616,"R",8714352,"R",0,"R",0,"R",32464,"R",9813116
440466,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1952446,"R",128164,"R",1267,"R",70561,"R",2152438,"R",200359,"R",0,"R",5646309,"R",0,"R",0,"R",0,"R",2663,"R",425001,"R",0,"R",9213,"R",6083186,"R",1029032,"R",4498,"R",7301590,"R",0,"R",0,"R",38135,"R",8373255
440484,"R",5825895,"R",3712600,"R",2113295,"R",5825895,"R",27405894,"R",20925296,"R",0,"R",6480598,"A",,"R",1762456,"R",-6129759,"R",2113295,"R",6731014,"R",200709,"R",2239965,"R",264671,"R",9436359,"R",264671,"Z",0,"R",25792030,"Z",0,"Z",0,"Z",0,"Z",0,"R",1613864,"Z",0,"R",0,"R",27405894,"R",4718307,"Z",0,"R",10466392,"Z",0,"Z",0,"R",5740597,"R",20925296
440536,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3192558,"R",219749,"R",7493,"R",887965,"R",4307765,"R",336118,"R",0,"R",18893904,"R",0,"R",0,"R",0,"R",0,"R",0,"R",629473,"R",0,"R",19523377,"R",11757510,"R",0,"R",9776319,"R",240981,"R",551847,"R",0,"R",22326657
440545,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2911081,"R",292800,"R",35657,"R",671796,"R",3911334,"R",201516,"R",0,"R",14885456,"R",0,"R",0,"R",0,"R",0,"R",0,"R",442679,"R",0,"R",15328135,"R",8816978,"R",0,"R",6958558,"R",184939,"R",470280,"R",0,"R",16430755
440572,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",6078,"R",1349287,"R",1355365,"R",1276262,"Z",0,"R",6363804,"R",0,"R",0,"R",0,"R",0,"R",0,"R",169275,"R",0,"R",6533079,"R",262245,"R",0,"R",2074436,"R",66109,"R",73025,"R",0,"R",2475815
440581,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",8400,"R",1439167,"R",1447567,"R",1393242,"R",0,"R",8862214,"R",0,"R",0,"R",0,"R",0,"R",0,"R",218015,"R",0,"R",9080229,"R",354767,"R",0,"R",2871389,"R",92777,"R",45925,"R",0,"R",3364858
440590,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4534704,"R",298267,"R",326150,"R",905802,"R",6064923,"R",386083,"R",0,"R",18575482,"R",0,"R",0,"R",0,"R",0,"R",0,"R",587480,"R",0,"R",19162962,"R",10297955,"R",0,"R",9531465,"R",240229,"R",519719,"R",0,"R",20589368
440642,"R",1300415,"R",1956149,"R",-655734,"R",1300415,"R",15310994,"R",7096362,"R",0,"R",8214632,"A",,"R",82127,"R",-8952493,"R",-655734,"R",3084978,"R",1032588,"R",120179,"R",87827,"R",4325572,"R",7368,"Z",0,"R",15310994,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",15310994,"R",2214910,"Z",0,"R",4881451,"Z",0,"Z",0,"R",1,"R",7096362
440749,"R",44788,"R",798,"R",43990,"R",44788,"R",1555908,"R",730737,"R",-62128,"R",763043,"R",0,"R",0,"R",-719053,"R",43990,"R",145525,"R",481474,"R",8950,"R",40414,"R",676363,"R",0,"R",0,"R",1469506,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86401,"R",1,"R",1555908,"R",248540,"R",0,"R",481861,"R",217,"R",0,"R",119,"R",730737
440758,"R",103493,"R",2367,"R",101126,"R",103493,"R",3067675,"R",1695281,"R",-322133,"R",1050261,"R",0,"R",97729,"R",-1046864,"R",101126,"R",493541,"R",116113,"R",56440,"R",28088,"R",694182,"R",0,"R",0,"R",2868889,"R",0,"R",0,"R",0,"R",0,"R",0,"R",198786,"R",0,"R",3067675,"R",148223,"R",0,"R",1528789,"R",14573,"R",0,"R",3696,"R",1695281
440767,"R",1347754,"R",1,"R",1347753,"R",1347754,"R",9803997,"R",5970722,"R",-369925,"R",3463350,"R",0,"R",1465765,"R",-3581362,"R",1347753,"R",1866479,"R",64450,"R",318676,"R",31449,"R",2281054,"R",0,"R",0,"R",9227785,"R",0,"R",0,"R",0,"R",0,"R",0,"R",576212,"R",0,"R",9803997,"R",711268,"R",0,"R",5251928,"R",42,"R",0,"R",7484,"R",5970722
440776,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",345396,"R",26443,"R",0,"R",0,"R",371839,"R",0,"R",0,"R",1572876,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",1572876,"R",560151,"R",0,"R",654388,"A",,"R",0,"R",0,"R",1214539
440846,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1276364,"R",22500,"R",8225,"R",23196,"R",1330285,"Z",0,"Z",0,"R",2737699,"Z",0,"Z",0,"Z",0,"Z",0,"R",631227,"A",,"R",37665,"R",3406591,"R",1326014,"R",462603,"R",1589316,"A",,"Z",0,"R",365654,"R",3743587
440855,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1065296,"R",12375,"Z",0,"R",4125,"R",1081796,"Z",0,"Z",0,"R",2424191,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",7932,"R",2432123,"R",518736,"R",308066,"R",975281,"A",,"Z",0,"R",226782,"R",2028865
440873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4532481,"R",126104,"R",255797,"R",19688,"R",4934070,"R",19688,"Z",0,"R",10112961,"Z",0,"Z",0,"Z",0,"Z",0,"R",28219,"Z",0,"R",49214,"R",10190394,"R",2151861,"Z",0,"R",13400,"Z",0,"Z",0,"R",2893296,"R",5058557
440882,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2354834,"R",23283,"R",247333,"R",8828,"R",2634278,"R",8828,"Z",0,"R",5694639,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8064,"R",5702703,"R",1441614,"Z",0,"R",7349,"Z",0,"Z",0,"R",1887769,"R",3336732
440891,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2862739,"R",44163,"R",245362,"R",14172,"R",3166436,"R",14172,"Z",0,"R",6762620,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24477,"R",6787097,"R",1301734,"Z",0,"R",17870,"Z",0,"Z",0,"R",2756002,"R",4075606
440907,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2557093,"Z",0,"R",62852,"Z",0,"R",2619945,"Z",0,"Z",0,"R",5388908,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",5388908,"R",1305817,"Z",0,"R",3436648,"A",,"Z",0,"R",0,"R",4742465
440925,"R",15134753,"R",1714617,"R",13420136,"R",15134753,"R",19635783,"R",15496611,"R",-1526399,"R",2612773,"A",,"R",10807363,"R",0,"R",13420136,"R",4260804,"R",285150,"R",50192,"Z",0,"R",4596146,"R",195431,"Z",0,"R",18312053,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1237589,"R",86141,"R",19635783,"R",2400998,"Z",0,"R",11430012,"R",1175162,"Z",0,"R",490439,"R",15496611
440952,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2731405,"R",25468,"R",70985,"Z",0,"R",2827858,"Z",0,"Z",0,"R",5495573,"R",2756872,"R",70985,"Z",0,"Z",0,"Z",0,"A",,"R",1,"R",8323431,"R",1847693,"Z",0,"R",1865074,"A",,"Z",0,"R",2396084,"R",6108851
440970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",598785,"R",27217,"R",0,"R",0,"R",626002,"R",0,"R",0,"R",2152627,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",2152627,"R",1250437,"R",0,"R",818125,"A",,"R",0,"R",0,"R",2068562
440989,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6556485,"Z",0,"R",84511,"Z",0,"R",6640996,"R",24023,"Z",0,"R",11309317,"Z",0,"Z",0,"Z",0,"Z",0,"R",562681,"A",,"R",0,"R",11871998,"R",5927773,"Z",0,"R",3752368,"A",,"Z",0,"R",0,"R",9680141
441016,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4133214,"R",141804,"R",0,"R",0,"R",4275018,"R",0,"R",0,"R",12350169,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",12350169,"R",3994372,"R",0,"R",4007261,"A",,"R",0,"R",0,"R",8001633
441025,"R",9492752,"R",671999,"R",8820753,"R",9492752,"R",11495409,"R",10336113,"R",0,"R",1159296,"A",,"R",7661457,"R",0,"R",8820753,"R",3690731,"R",56462,"R",18577,"R",18597,"R",3784367,"Z",0,"Z",0,"R",10309790,"Z",0,"Z",0,"Z",0,"Z",0,"R",105655,"R",1066468,"R",13496,"R",11495409,"R",1690946,"Z",0,"R",6812818,"R",656890,"Z",0,"R",1175459,"R",10336113
441089,"R",91443388,"R",4358747,"R",87084641,"R",91443388,"R",44868362,"R",37178248,"R",0,"R",7690114,"R",0,"R",79394526,"R",1,"R",87084641,"R",5895711,"R",258730,"R",8825,"R",0,"R",6163266,"R",0,"R",0,"R",44868362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44868362,"R",11050451,"R",0,"R",26127797,"R",0,"R",0,"R",0,"R",37178248
441159,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",3295,"R",429737,"R",433032,"R",409184,"R",0,"R",1910402,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46211,"R",0,"R",1956613,"R",59067,"R",0,"R",566751,"R",19710,"R",20553,"R",0,"R",666081
441195,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",335560,"R",0,"R",0,"R",0,"R",335560,"R",0,"R",0,"R",768569,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",768569,"R",142244,"R",0,"R",0,"A",,"R",0,"R",339890,"R",482134
441201,"R",1155488,"R",2809467,"R",-1653979,"R",1155488,"R",2510193,"R",3182163,"R",-6100000,"R",-6771970,"A",,"R",51822,"R",5066169,"R",-1653979,"R",819964,"R",19710,"Z",0,"R",6422,"R",846096,"Z",0,"Z",0,"R",2478134,"Z",0,"Z",0,"Z",0,"Z",0,"R",5311,"R",22918,"R",3830,"R",2510193,"R",615754,"Z",0,"R",1831862,"R",137029,"Z",0,"R",597518,"R",3182163
441229,"R",4628133,"R",1709026,"R",2919107,"R",4628133,"R",16431564,"R",15253174,"R",-448338,"R",730052,"A",,"R",129322,"R",2059733,"R",2919107,"R",417500,"R",0,"R",0,"R",0,"R",417500,"R",0,"R",0,"R",16431564,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16431564,"R",6324440,"R",0,"R",0,"R",0,"R",0,"R",8928734,"R",15253174
441256,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",564049,"R",9506,"R",0,"R",3168,"R",576723,"R",0,"R",0,"R",582382,"R",565223,"R",0,"R",0,"R",0,"R",104611,"A",,"R",0,"R",1252216,"R",747345,"Z",0,"R",480954,"A",,"R",0,"R",0,"R",1228299
441274,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",354529,"Z",0,"Z",0,"Z",0,"R",354529,"Z",0,"Z",0,"R",1598432,"Z",0,"Z",0,"Z",0,"Z",0,"R",272188,"A",,"R",0,"R",1870620,"R",722127,"Z",0,"R",1250663,"A",,"Z",0,"R",0,"R",1972790
441308,"R",57050774,"R",6497569,"R",50553205,"R",57050774,"R",24534973,"R",19810649,"R",0,"R",4724324,"R",25861872,"R",20058338,"R",-91329,"R",50553205,"R",0,"R",0,"R",30664,"R",1462828,"R",1493492,"R",961196,"R",0,"R",24338936,"R",0,"R",30664,"R",0,"R",135216,"R",0,"R",30057,"R",100,"R",24534973,"R",7639230,"R",0,"R",12145155,"R",8100,"R",0,"R",18164,"R",19810649
441362,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2715130,"R",42945,"Z",0,"Z",0,"R",2758075,"Z",0,"Z",0,"R",4807499,"R",2758075,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",7565574,"R",1949913,"Z",0,"R",1420605,"A",,"Z",0,"R",1611873,"R",4982391
441371,"R",24259572,"R",14950933,"R",9308639,"R",24259572,"R",60264810,"R",61171452,"R",0,"R",-906642,"R",-13231,"R",4162338,"R",6066174,"R",9308639,"R",2795706,"R",3288,"R",485570,"R",0,"R",3284564,"R",3284564,"R",0,"R",10335115,"R",2798993,"R",485570,"R",0,"R",-48273,"R",0,"R",0,"R",46693405,"R",60264810,"R",2440830,"R",0,"R",10960079,"R",0,"R",0,"R",47770543,"R",61171452
441380,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1689576,"Z",0,"Z",0,"Z",0,"R",1689576,"Z",0,"Z",0,"R",2253185,"Z",0,"Z",0,"Z",0,"Z",0,"R",94526,"A",,"R",0,"R",2347711,"R",260970,"Z",0,"R",1497198,"A",,"R",0,"R",0,"R",1758168
441405,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",615374,"R",13707,"Z",0,"Z",0,"R",629081,"Z",0,"Z",0,"R",1349474,"R",0,"R",0,"R",0,"R",0,"R",320557,"A",,"R",0,"R",1670031,"R",714337,"R",0,"R",0,"A",,"R",0,"R",909993,"R",1624330
441423,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1707820,"R",28022,"R",0,"R",0,"R",1735842,"R",0,"R",0,"R",4442720,"R",0,"R",0,"R",0,"R",12005,"R",1842,"A",,"R",0,"R",4456567,"R",923145,"R",10254,"R",1913973,"A",,"R",0,"R",0,"R",2847372
441432,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1470847,"R",14383,"R",0,"R",0,"R",1485230,"R",0,"R",0,"R",2828290,"R",1485230,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",4313520,"R",553077,"R",0,"R",424103,"A",,"R",0,"R",0,"R",977180
